Date,Open,High,Low,Close,Adj Close,Volume
2024-05-24,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,189.97999572753906,36294600
2024-05-28,191.50999450683594,193.0,189.10000610351562,189.99000549316406,189.99000549316406,52280100
2024-05-29,189.61000061035156,192.25,189.50999450683594,190.2899932861328,190.2899932861328,53068000
2024-05-30,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,191.2899932861328,49947900
2024-05-31,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.25,75115100
